ranking,World Rank,University,Country,Rank
1841,7395,Converse College,US,2
1842,7395,(3) Mohawk Valley Community College Utica Branch,US,2
1843,7401,Chabot College,US,2
1844,7407,United States Sports Academy,US,2
1845,7407,Moore College of Art & Design,US,2
1846,7407,Manchester Community College CT,US,2
1847,7415,Mount Vernon Nazarene University,US,2
1848,7415,Kalamazoo Valley Community College,US,2
1849,7415,Wenatchee Valley College,US,2
1850,7415,Saybrook University,US,2
1851,7424,Cranbrook Academy of Art,US,2
1852,7431,Union Institute & University,US,2
1853,7438,Marylhurst University,US,2
1854,7438,Broome Community College SUNY,US,2
1855,7454,College of Southern Maryland,US,2
1856,7461,Peralta Colleges,US,2
1857,7461,Allan Hancock College,US,2
1858,7470,East Texas Baptist University,US,2
1859,7470,Vista College TX NM,US,2
1860,7470,Trevecca Nazarene University,US,2
1861,7470,Chesapeake College,US,2
1862,7470,Erikson Institute,US,2
1863,7470,Wofford College,US,2
1864,7482,Northwest College Wyoming,US,2
1865,7482,Bryant & Stratton College,US,2
1866,7487,Jefferson College,US,2
1867,7487,Waubonsee Community College,US,2
1868,7487,Tabor College Kansas,US,2
1869,7493,Williamson Christian College,US,2
1870,7495,Southwest Baptist University,US,2
1871,7495,Los Angeles Valley College,US,2
1872,7502,Green Mountain College,US,2
1873,7508,Freed Hardeman University,US,2
1874,7514,Thomas Aquinas College,US,2
1875,7520,Graduate Theological Union,US,2
1876,7527,Ocean County College,US,2
1877,7531,Rainy River Community College,US,2
1878,7531,Rockford University,US,2
1879,7537,Union Theological Seminary,US,2
1880,7542,Friends University,US,2
1881,7542,University of Massachusetts System,US,2
1882,7547,Methodist University,US,2
1883,7547,North Idaho College,US,2
1884,7551,Montana University System,US,2
1885,7554,Kilgore College,US,2
1886,7554,State University of New York Maritime College,US,2
1887,7554,Dillard University,US,2
1888,7562,Notre Dame de Namur University,US,2
1889,7562,Mitchell Hamline School of Law,US,2
1890,7568,Panola College,US,2
1891,7568,Caldwell Community College and Technical Institute,US,2
1892,7568,Milligan College,US,2
1893,7577,Pima Medical Institute,US,2
1894,7577,Pacifica Graduate Institute,US,2
1895,7577,Massachusetts Maritime Academy,US,2
1896,7582,Saint Charles Community College,US,2
1897,7588,Lenoir Rhyne University,US,2
1898,7588,Luzerne County Community College,US,2
1899,7599,Yavapai College,US,2
1900,7599,Cleveland Institute of Music,US,2
1901,7599,College of Marin,US,2
1902,7606,Pine Manor College,US,2
1903,7606,Concordia Seminary Saint Louis,US,2
1904,7614,Wilmington College of Ohio,US,2
1905,7614,Castleton University,US,2
1906,7614,Notre Dame College,US,2
1907,7614,Finlandia University,US,2
1908,7621,North Shore Community College,US,2
1909,7621,Lindsey Wilson College,US,2
1910,7621,Florida SouthWestern State College (Edison State College),US,2
1911,7627,Genesee Community College,US,2
1912,7636,Vance Granville Community College,US,2
1913,7647,San Francisco Conservatory of Music,US,2
1914,7647,Normandale Community College,US,2
1915,7647,Rio Hondo Community College,US,2
1916,7647,Tusculum University,US,2
1917,7658,Los Angeles Film School,US,2
1918,7678,Cincinnati State Technical and Community College,US,2
1919,7682,Hill College,US,2
1920,7692,Charleston Southern University,US,2
1921,7692,Valley City State University,US,2
1922,7701,Eastern Iowa Community College District,US,2
1923,7701,Jackson State Community College,US,2
1924,7711,University of Mobile,US,2
1925,7711,Reinhardt University,US,2
1926,7716,Talladega College,US,2
1927,7725,Honolulu Community College,US,2
1928,7725,Kendall College,US,2
1929,7729,University of Northwestern Saint Paul (Northwestern College Minnesota),US,2
1930,7729,University of Advancing Technology,US,2
1931,7736,Brazosport College,US,2
1932,7736,Hesston College,US,2
1933,7736,Northwest Technical Institute,US,2
1934,7736,Master's Seminary,US,2
1935,7748,(3) Thomas M Cooley Law School,US,2
1936,7748,State University of New York Jamestown Community College,US,2
1937,7748,Maine Maritime Academy,US,2
1938,7748,National University of Health Sciences,US,2
1939,7755,Limestone College,US,2
1940,7771,Mayville State University,US,2
1941,7771,Tyler Junior College,US,2
1942,7779,Averett University,US,2
1943,7783,Dean College,US,2
1944,7788,Stratford University,US,2
1945,7799,Oakland Community College,US,2
1946,7807,McHenry County College,US,2
1947,7807,Spertus Institute of Jewish Studies,US,2
1948,7815,Saint Thomas Aquinas College,US,2
1949,7817,Ohio Dominican University,US,2
1950,7826,Alamance Community College,US,2
1951,7826,Guilford Technical Community College,US,2
1952,7826,University of Science & Arts of Oklahoma,US,2
1953,7826,Shasta College,US,2
1954,7833,University of Mount Olive,US,2
1955,7839,Lincoln Tech,US,2
1956,7846,Lees Mcrae College,US,2
1957,7851,Denver Seminary,US,2
1958,7851,Montana State University Northern,US,2
1959,7857,Hinds Community College,US,2
1960,7857,Minnesota State University Mankato,US,2
1961,7857,Schreiner University,US,2
1962,7857,Columbia Basin College,US,2
1963,7874,Southwestern Assemblies of God University,US,2
1964,7874,Cayuga Community College,US,2
1965,7874,Volunteer State Community College,US,2
1966,7884,Georgia Military College,US,2
1967,7884,ASA Institute of Business and Computer Technology,US,2
1968,7884,Madonna University,US,2
1969,7884,South Plains College,US,2
1970,7891,Corban University,US,2
1971,7891,Greenville Technical College,US,2
1972,7896,Pensacola State College (Pensacola Junior College),US,2
1973,7896,Central Carolina Community College,US,2
1974,7902,Middlesex County College,US,2
1975,7902,Lake Area Technical Institute,US,2
1976,7902,Robert Morris University Illinois,US,2
1977,7920,Lake Washington Institute of Technology (Technical College),US,2
1978,7920,Adler School of Professional Psychology,US,2
1979,7920,(3) University of Hawai`i Maui College,US,2
1980,7928,Bethany Lutheran College,US,2
1981,7928,College of the Siskiyous,US,2
1982,7939,Laredo Community College,US,2
1983,7947,Waukesha County Technical College,US,2
1984,7954,Irvine Valley College,US,2
1985,7954,Walla Walla Community College,US,2
1986,7960,Waynesburg University,US,2
1987,7960,Cuyamaca College,US,2
1988,7960,Prairie State College,US,2
1989,7969,Paine College,US,2
1990,7969,Scottsdale Community College,US,2
1991,7969,Southern California University of Health Sciences,US,2
1992,7975,Saint Joseph's College of Indiana,US,2
1993,7983,Thomas Jefferson School of Law,US,2
1994,7987,New Hampshire Technical Institute,US,2
1995,7987,Mount Mary University,US,2
1996,7987,College of Coastal Georgia,US,2
1997,8000,Gwynedd Mercy University,US,2
1998,8004,Hodges University,US,2
1999,8004,Briar Cliff University,US,2
2000,8004,Mount Aloysius College,US,2
2001,8013,Remington College,US,2
2002,8013,Skagit Valley College,US,2
2003,8013,Piedmont International University,US,2
2004,8023,California Northstate University,US,2
2005,8023,Virginia Union University,US,2
2006,8037,Coker College,US,2
2007,8043,Southern Virginia University,US,2
2008,8050,Dakota Wesleyan University,US,2
2009,8057,Atlantic Cape Community College,US,2
2010,8057,Mount Wachusett Community College,US,2
2011,8061,Santa Fe Community College NM,US,2
2012,8066,Lagrange College,US,2
2013,8074,Calhoun Community College,US,2
2014,8082,Dakota County Technical College,US,2
2015,8082,Sandhills Community College,US,2
2016,8089,Johnston Community College,US,2
2017,8089,Saint Paul Community and Technical College,US,2
2018,8092,Saint Mary of the Woods College,US,2
2019,8092,Anna Maria College,US,2
2020,8092,Forsyth Technical Community College,US,2
2021,8092,Southwestern Illinois College,US,2
2022,8102,King's College New York,US,2
2023,8102,Erskine College,US,2
2024,8102,Texas Tech University System,US,2
2025,8102,Floyd College,US,2
2026,8102,Harford Community College,US,2
2027,8112,New Orleans Baptist Theological Seminary,US,2
2028,8124,Victor Valley College,US,2
2029,8134,Santiago Canyon College,US,2
2030,8137,Germanna Community College,US,2
2031,8137,North Hennepin Community College,US,2
2032,8137,College of Mount Saint Vincent,US,2
2033,8143,Central Christian College,US,2
2034,8143,Stark State College,US,2
2035,8153,Altierus (Everest University Florida Metropolitan University),US,2
2036,8153,Huston Tillotson University,US,2
2037,8153,Clinton Community College,US,2
2038,8153,Cumberland University,US,2
2039,8162,Kellogg Community College,US,2
2040,8162,Mid Michigan Community College,US,2
2041,8162,Beacon College,US,2
2042,8168,University of North Texas at Dallas,US,2
2043,8171,Southern Maine Community College,US,2
2044,8171,Bay de Noc Community College,US,2
2045,8171,William Peace University,US,2
2046,8171,Illinois Eastern Community Colleges,US,2
2047,8181,Marygrove College,US,2
2048,8181,Wesleyan College,US,2
2049,8181,Le Cordon Bleu Schools North America,US,2
2050,8189,Southern Wesleyan University,US,2
2051,8196,Essex County College,US,2
2052,8196,Evergreen Valley College,US,2
2053,8208,Finger Lakes Community College,US,2
2054,8208,Virginia International University,US,2
2055,8213,Harris-Stowe State University,US,2
2056,8219,Passaic County Community College,US,2
2057,8225,University of Jamestown (Jamestown College),US,2
2058,8229,International Technological University,US,2
2059,8229,Galveston College,US,2
2060,8229,(3) Oklahoma State University Institute of Technology,US,2
2061,8229,Baltimore City Community College,US,2
2062,8239,Howard Payne University,US,2
2063,8239,Southwestern Community College,US,2
2064,8239,Northcentral Technical College,US,2
2065,8239,Wisconsin Indianhead Technical College,US,2
2066,8239,Nashville State Community College,US,2
2067,8239,Northeastern Oklahoma Agricultural and Mechanics College NEO A&M College,US,2
2068,8248,Cogswell Polytechnical College,US,2
2069,8248,Bossier Parish Community College,US,2
2070,8258,Siena Heights University,US,2
2071,8268,State University of New York Ulster County,US,2
2072,8277,University of Saint Francis Fort Wayne Indiana,US,2
2073,8277,Frontier Nursing University (School of Midwifery and Family Nursing),US,2
2074,8277,Midway University,US,2
2075,8291,Hastings College,US,2
2076,8291,State University of New York Schenectady County Community College,US,2
2077,8308,Wharton County Junior College,US,2
2078,8308,Nyack College,US,2
2079,8308,Flathead Valley Community College,US,2
2080,8315,Young Harris College,US,2
2081,8315,Southwest Wisconsin Technical College,US,2
2082,8325,Moraine Park Technical College,US,2
2083,8325,Tompkins Cortland Community College,US,2
2084,8325,Goodwin College,US,2
2085,8325,Indian Hills Community College,US,2
2086,8340,Southeast Community College Area,US,2
2087,8340,Rocky Mountain College of Art + Design,US,2
2088,8340,Concordia College New York,US,2
2089,8340,North Greenville University,US,2
2090,8354,University of Saint Mary,US,2
2091,8362,Spartanburg Community (Technical) College,US,2
2092,8365,Cheyney University of Pennsylvania,US,2
2093,8365,Community College of Aurora,US,2
2094,8365,Kentucky Wesleyan College,US,2
2095,8372,Northwestern Oklahoma State University,US,2
2096,8372,Kirtland Community College,US,2
2097,8372,Methodist College Josie Harper Campus,US,2
2098,8378,Fortis Colleges,US,2
2099,8378,Ohio Christian University (Circleville Bible College),US,2
2100,8387,Craven Community College,US,2
2101,8394,Iowa Central Community College,US,2
2102,8394,Central Ohio Technical College,US,2
2103,8394,Jefferson State Community College,US,2
2104,8406,State University of New York Adirondack Community College,US,2
2105,8406,College of Saint Mary Omaha,US,2
2106,8406,Clark State Community College,US,2
2107,8418,Lincoln College Illinois,US,2
2108,8418,Education Corporation of America Colleges,US,2
2109,8438,Fayetteville Technical Community College,US,2
2110,8446,York College Nebraska,US,2
2111,8454,Brescia University,US,2
2112,8461,Oglala Lakota College,US,2
2113,8461,Lutheran School of Theology Chicago,US,2
2114,8461,MacMurray College of the Highlanders,US,2
2115,8472,John Tyler Community College,US,2
2116,8472,Schiller International University,US,2
2117,8485,Gordon State College Wenham,US,2
2118,8485,Warner University (Southern College),US,2
2119,8485,Benjamin Franklin Institute of Technology,US,2
2120,8493,Saint Paul's School,US,2
2121,8493,Capitol Technology University,US,2
2122,8501,Latter Day Saints Business College,US,2
2123,8501,San José City College,US,2
2124,8501,Johnson University (Johnson Bible College),US,2
2125,8501,Chippewa Valley Technical College,US,2
2126,8501,South Central College,US,2
2127,8513,Taft College,US,2
2128,8513,Miramar College San Diego,US,2
2129,8520,Midwestern Baptist Theological Seminary,US,2
2130,8520,Los Medanos Community College,US,2
2131,8524,American Jewish University Los Angeles,US,2
2132,8534,Union College Barbourville KY,US,2
2133,8545,Piedmont Virginia Community College,US,2
2134,8551,Arkansas State University Newport,US,2
2135,8551,Hutchinson Community College,US,2
2136,8551,Lower Columbia College,US,2
2137,8567,Motlow State Community College,US,2
2138,8575,Montserrat College of Art,US,2
2139,8575,Sussex County Community College,US,2
2140,8581,Kansas City Kansas Community College,US,2
2141,8581,North Central Texas College,US,2
2142,8581,Rochester College,US,2
2143,8591,Kapi'olani Community College,US,2
2144,8606,Lehigh Carbon Community College,US,2
2145,8617,Wallace State Community College Hanceville,US,2
2146,8617,Southwestern Oregon Community College,US,2
2147,8617,Muskegon Community College,US,2
2148,8627,Maryland University of Integrative Health,US,2
2149,8635,William Jessup University,US,2
2150,8635,Westminster Theological Seminary in California,US,2
2151,8635,West Virginia University at Parkersburg,US,2
2152,8635,Missouri Valley College of the Vikings,US,2
2153,8647,Southeast Arkansas College,US,2
2154,8647,Central Community College,US,2
2155,8647,Chowan University,US,2
2156,8647,Mitchell College,US,2
2157,8663,Calvary University,US,2
2158,8663,Herkimer County Community College,US,2
2159,8676,University of Montana Western,US,2
2160,8676,Yakima Valley Community College,US,2
2161,8676,Kankakee Community College,US,2
2162,8676,Multnomah University,US,2
2163,8676,Columbia State Community College,US,2
2164,8686,University of Northwestern Ohio,US,2
2165,8686,San Joaquin Valley College,US,2
2166,8709,Mississippi Gulf Coast Community College,US,2
2167,8715,Gateway Community College,US,2
2168,8720,New York Academy of Art,US,2
2169,8732,Florida Coastal School of Law,US,2
2170,8732,Iowa Western Community College,US,2
2171,8743,Columbia College SC,US,2
2172,8743,Lackawanna College,US,2
2173,8743,(4) Trident (TUIU Touro) University,US,2
2174,8743,Community College of Beaver County,US,2
2175,8752,Monroe County Community College,US,2
2176,8752,Carl Sandburg College,US,2
2177,8752,Point University (Atlanta Christian College),US,2
2178,8755,Lake Sumter State College,US,2
2179,8755,Northeast Alabama Community College,US,2
2180,8765,Toccoa Falls College,US,2
2181,8765,Southern State Community College,US,2
2182,8774,Florida Keys Community College,US,2
2183,8774,Concordia University Ann Arbor,US,2
2184,8782,Contra Costa College,US,2
2185,8789,South Florida Community College,US,2
2186,8799,Pitt Community College,US,2
2187,8803,Navarro College,US,2
2188,8803,Cairn University (Philadelphia Biblical University),US,2
2189,8818,Massachusetts Bay Community College,US,2
2190,8826,Columbia College Hollywood,US,2
2191,8826,Terra Community College,US,2
2192,8826,Wayne County Community College District,US,2
2193,8832,Northwest Florida State College (Okaloosa Walton College),US,2
2194,8841,Culver Stockton College,US,2
2195,8848,Lake Land College Illinois,US,2
2196,8858,(4) Florida National University,US,2
2197,8870,Parker University (College of Chiropractic),US,2
2198,8878,Christian Theological Seminary,US,2
2199,8883,Quinsigamond Community College,US,2
2200,8883,Virginia Western Community College,US,2
2201,8890,American Musical and Dramatic Academy,US,2
2202,8890,Spokane Community College,US,2
2203,8898,Cascadia Community College,US,2
2204,8898,Tri County Technical College,US,2
2205,8906,New York Chiropractic College,US,2
2206,8906,Lake Superior College,US,2
2207,8906,Iowa Valley Community College District,US,2
2208,8906,State University of New York Jefferson Community College,US,2
2209,8919,North Iowa Area Community College,US,2
2210,8919,Vermont College of Fine Arts,US,2
2211,8919,Sheridan College,US,2
2212,8931,Stanly Community College,US,2
2213,8931,Westfield State University,US,2
2214,8931,Southwestern Michigan College,US,2
2215,8935,Lake Michigan College,US,2
2216,8935,Columbia Gorge Community College,US,2
2217,8935,Sanford Brown,US,2
2218,8946,Catawba Valley Community College,US,2
2219,8946,Lord Fairfax Community College,US,2
2220,8946,Cowley College,US,2
2221,8952,WSU Tech,US,2
2222,8952,Temple College,US,2
2223,8952,Lanier Technical College,US,2
2224,8964,Cleary University,US,2
2225,8964,University of Maine Fort Kent,US,2
2226,8964,Indiana University/Purdue University Columbus,US,2
2227,8964,Charter College,US,2
2228,8975,Central Wyoming College,US,2
2229,8975,Miami Ad School,US,2
2230,9008,Sherman College of Chiropractic,US,2
2231,9008,Golden West College,US,2
2232,9008,Shelton State Community College,US,2
2233,9008,William James College,US,2
2234,9026,Norwalk Community College,US,2
2235,9026,Alexandria Technical College,US,2
2236,9026,Judson College Alabama,US,2
2237,9033,Bristol Community College,US,2
2238,9041,Mohave Community College,US,2
2239,9041,Coastline Community College,US,2
2240,9041,Adler Graduate School,US,2
2241,9041,Mount Saint Mary's University Los Angeles,US,2
2242,9051,Concorde Career Colleges,US,2
2243,9051,Wilberforce University,US,2
2244,9060,Florida College,US,2
2245,9070,Ave Maria School of Law,US,2
2246,9079,Quincy College,US,2
2247,9085,Northland Pioneer College,US,2
2248,9099,Eastern Arizona College,US,2
2249,9105,Baton Rouge Community College,US,2
2250,9105,New York School of Interior Design,US,2
2251,9119,Arkansas State University Beebe,US,2
2252,9119,Holy Cross College,US,2
2253,9128,Southeast Technical Institute,US,2
2254,9128,Mississippi Public Universities,US,2
2255,9138,Lamar Institute of Technology,US,2
2256,9150,Catholic Theological Union,US,2
2257,9150,Hennepin Technical College,US,2
2258,9157,Surry Community College,US,2
2259,9167,University of Maine Machias,US,2
2260,9179,Neosho County Community College,US,2
2261,9179,Simpson University,US,2
2262,9179,Ridgewater College,US,2
2263,9179,New Hampshire Institute of Art,US,2
2264,9198,Hebrew College,US,2
2265,9198,New Mexico Military Institute,US,2
2266,9198,Northeast Community College,US,2
2267,9210,Rochester Community and Technical College,US,2
2268,9210,Metropolitan College of New York,US,2
2269,9210,University of the West,US,2
2270,9222,Isothermal Community College,US,2
2271,9227,Grayson County College,US,2
2272,9227,Haskell Indian Nations University,US,2
2273,9227,Crafton Hills College,US,2
2274,9236,Boston Graduate School of Psychoanalysis,US,2
2275,9250,Calumet College of Saint Joseph,US,2
2276,9250,Grand View University,US,2
2277,9260,Mitchell Community College,US,2
2278,9264,Merritt College,US,2
2279,9264,South Mountain Community College,US,2
2280,9264,Diné College,US,2
2281,9279,Cape Cod Community College,US,2
2282,9289,Technical College of the Lowcountry,US,2
2283,9289,Touro University,US,2
2284,9299,Charter Oak State College,US,2
2285,9299,University of the Potomac,US,2
2286,9299,Pacific School of Religion,US,2
2287,9308,Carroll Community College,US,2
2288,9308,Webb Institute,US,2
2289,9308,Mount Marty College,US,2
2290,9308,Eastern Mennonite University,US,2
2291,9319,Rowan College of South Jersey,US,2
2292,9319,Goldey Beacom College,US,2
2293,9337,Trinity Valley Community College,US,2
2294,9337,Blue Ridge Community College North Carolina,US,2
2295,9337,University of Alaska Southeast,US,2
2296,9337,Los Angeles Southwest College,US,2
2297,9355,Garrett College,US,2
2298,9355,Berkshire Community College,US,2
2299,9365,Nashua Community College,US,2
2300,9370,Stevens Henager College,US,2
2301,9370,Cecil College,US,2
2302,9370,Northwest Indian College,US,2
2303,9370,Wiley College,US,2
2304,9370,Oregon College of Art & Craft,US,2
2305,9379,Stillman College,US,2
2306,9387,Allegany College of Maryland,US,2
2307,9387,Virginia Highlands Community College,US,2
2308,9395,Granite State College,US,2
2309,9395,Sofia University (Institute of Transpersonal Psychology),US,2
2310,9395,AdventHealth University,US,2
2311,9395,Memphis College of Art,US,2
2312,9410,North Lake College,US,2
2313,9410,Allen College,US,2
2314,9410,Walters State Community College,US,2
2315,9410,Wayne Community College,US,2
2316,9424,The Principia,US,2
2317,9441,Savannah Technical College,US,2
2318,9441,Blackhawk Technical College,US,2
2319,9441,Pearl River Community College,US,2
2320,9450,LeMoyne Owen College,US,2
2321,9450,Rowan Cabarrus Community College,US,2
2322,9456,Northeast Iowa Community College Calmar,US,2
2323,9476,South Louisiana Community College,US,2
2324,9476,University of Minnesota Rochester,US,2
2325,9481,Cincinnati Christian University,US,2
2326,9481,Barton Community College,US,2
2327,9489,Athens Technical College,US,2
2328,9508,Butler County Community College,US,2
2329,9519,Cottey College,US,2
2330,9519,Brown Mackie College,US,2
2331,9526,Sauk Valley Community College,US,2
2332,9533,Claremont School of Theology,US,2
2333,9533,College of Health Care Professions,US,2
2334,9533,University of Western States (Western States Chiropractic College),US,2
2335,9541,Riverland Community College,US,2
2336,9549,James A Rhodes State College,US,2
2337,9549,Mid State Technical College,US,2
2338,9549,South Georgia Technical College,US,2
2339,9560,Saint Meinrad School of Theology,US,2
2340,9560,Connecticut State University System,US,2
2341,9560,Florence Darlington Technical College,US,2
2342,9560,Laramie County Community College,US,2
2343,9567,Davidson County Community College,US,2
2344,9567,University of Pikeville,US,2
2345,9567,Salem International University,US,2
2346,9567,Miles College,US,2
2347,9567,University of Arkansas System,US,2
2348,9573,Mitchell Technical Institute,US,2
2349,9573,Rend Lake College,US,2
2350,9573,Central Georgia Technical College,US,2
2351,9573,Faith Baptist Bible College & Theological Seminary,US,2
2352,9592,Piedmont Community College,US,2
2353,9603,Midland University (Lutheran College),US,2
2354,9603,Nazarene Bible College,US,2
2355,9603,Wyoming Technical Institute,US,2
2356,9603,Hellenic College & Holy Cross Greek Orthodox School of Theology,US,2
2357,9603,Art Academy of Cincinnati,US,2
2358,9616,Phillips Community College University of Arkansas,US,2
2359,9616,Fulton Montgomery Community College,US,2
2360,9623,Maine Media College,US,2
2361,9623,Danville Area Community College,US,2
2362,9623,Zane State College,US,2
2363,9634,Arkansas Northeastern College,US,2
2364,9644,Broadview University (Utah Career College),US,2
2365,9661,Saint Cloud Technical & Community College,US,2
2366,9678,Valley Forge Military College,US,2
2367,9678,Lake Tahoe Community College,US,2
2368,9678,Randolph Community College,US,2
2369,9678,Ozark Christian College,US,2
2370,9678,Dyersburg State Community College,US,2
2371,9692,East Mississippi Community College,US,2
2372,9692,Manhattan Christian College,US,2
2373,9692,Lane College,US,2
2374,9704,Webber International University,US,2
2375,9704,West Coast University,US,2
2376,9713,Mayland Community College,US,2
2377,9713,Fort Peck Community College,US,2
2378,9713,Coastal Bend College,US,2
2379,9721,Bluefield State College,US,2
2380,9721,Moberly Area Community College,US,2
2381,9733,Central Baptist College,US,2
2382,9733,College of Saint Joseph in Vermont,US,2
2383,9743,Advanced Technology Institute,US,2
2384,9750,Texas College,US,2
2385,9750,Haywood Community College,US,2
2386,9750,East Central College,US,2
2387,9759,Lincoln Christian University,US,2
2388,9774,Mid Plains Community College,US,2
2389,9774,(3) John A Burns School of Medicine,US,2
2390,9796,Northeast State Technical Community College,US,2
2391,9814,Livingstone College,US,2
2392,9822,Seward County Community College,US,2
2393,9842,Northern New Mexico Community College,US,2
2394,9842,South Suburban College,US,2
2395,9842,Minnesota West Community and Technical College,US,2
2396,9842,Ohio Valley University,US,2
2397,9851,Cleveland University Kansas City,US,2
2398,9851,Lenoir Community College,US,2
2399,9851,John Wood Community College,US,2
2400,9862,Grace Christian University,US,2
2401,9862,(3) Hawaii Community College,US,1
2402,9862,Spartan College of Aeronautics and Technology,US,1
2403,9871,Mars Hill University,US,1
2404,9871,Paradise Valley Community College,US,1
2405,9883,MIB School of Management,US,1
2406,9883,College of Menominee Nation,US,1
2407,9898,Davis & Elkins College,US,1
2408,9908,Tunxis Community College,US,1
2409,9908,Allen University,US,1
2410,9908,Western Iowa Tech Community College,US,1
2411,9908,Dallas Christian College,US,1
2412,9918,Western Nebraska Community College,US,1
2413,9922,Brewton Parker College,US,1
2414,9922,United States Coast Guard Academy,US,1
2415,9922,Platt College San Diego,US,1
2416,9935,Trocaire College,US,1
2417,9941,Berkeley City College (Vista College),US,1
2418,9966,San Diego Christian College,US,1
2419,9975,Presentation College,US,1
2420,9975,Howard College,US,1
2421,9985,Longy School of Music,US,1
2422,9996,American Academy of Dramatic Arts,US,1
2423,9996,Edison Community College,US,1
2424,10002,American Academy of Art,US,1
2425,10002,Pasco Hernando State College,US,1
2426,10009,North Dakota State College of Science,US,1
2427,10019,Rust College,US,1
2428,10019,Martin Methodist College,US,1
2429,10019,Tulsa Welding School,US,1
2430,10032,Cleveland State Community College,US,1
2431,10032,Atlanta Technical College,US,1
2432,10043,Newbury College,US,1
2433,10043,Richard Bland College of the College of William and Mary,US,1
2434,10054,Munson Williams Proctor Arts Institute,US,1
2435,10065,New England Culinary Institute,US,1
2436,10065,Brooks Institute of Photography,US,1
2437,10065,Northeast Texas Community College,US,1
2438,10075,Blue Ridge Community College Virginia,US,1
2439,10075,New York College of Podiatric Medicine,US,1
2440,10099,Jarvis Christian College,US,1
2441,10106,Saint Johns River State College,US,1
2442,10106,Pennsylvania College of Art & Design,US,1
2443,10106,Southern University Shreveport,US,1
2444,10106,North Park University,US,1
2445,10122,Fort Scott Community College,US,1
2446,10122,Criswell College,US,1
2447,10131,Southwest Virginia Community College,US,1
2448,10131,Saint John's Seminary Camarillo,US,1
2449,10140,Amberton University,US,1
2450,10152,College of Biblical Studies Houston,US,1
2451,10152,Emmaus Bible College,US,1
2452,10159,Southeastern Illinois College,US,1
2453,10159,Eastern Maine Community College,US,1
2454,10165,Trinidad State Junior College,US,1
2455,10165,Otero Junior College,US,1
2456,10165,(3) Texas Southern University Thurgood Marshall School of Law,US,1
2457,10165,College America,US,1
2458,10190,Belmont (Technical) College,US,1
2459,10190,Truett McConnell University,US,1
2460,10198,South Piedmont Community College,US,1
2461,10198,Angelina College,US,1
2462,10198,Hobe Sound Bible College,US,1
2463,10198,(3) University of Cincinnati Clermont College,US,1
2464,10213,Arizona Christian University (Southwestern College Arizona),US,1
2465,10213,Arkansas Baptist College,US,1
2466,10213,Anoka Technical College,US,1
2467,10222,Kaskaskia College,US,1
2468,10239,Washington Adventist University (Columbia Union College),US,1
2469,10239,Southeast Technical Winona Minnesota State College,US,1
2470,10249,Northeast Mississippi Community College,US,1
2471,10249,Lakeshore Technical College,US,1
2472,10269,Deep Springs College,US,1
2473,10269,Harcum College,US,1
2474,10269,Grace University,US,1
2475,10269,Northwest Christian University,US,1
2476,10269,Mid America Christian University,US,1
2477,10269,Garrett-Evangelical Theological Seminary,US,1
2478,10283,Coastal Carolina Community College,US,1
2479,10290,Bishop State Community College,US,1
2480,10290,Austin Presbyterian Theological Seminary,US,1
2481,10290,Vatterott College,US,1
2482,10301,Central Carolina Technical College,US,1
2483,10301,University of Hawaii West Oahu,US,1
2484,10301,California College San Diego,US,1
2485,10314,Eastfield College,US,1
2486,10320,State University of New York Columbia Greene Community College,US,1
2487,10329,University System of New Hampshire,US,1
2488,10329,Presidio Graduate School,US,1
2489,10343,El Camino College Compton Center,US,1
2490,10350,University of Valley Forge,US,1
2491,10361,United Tribes Technical College,US,1
2492,10361,Western Wyoming Community College,US,1
2493,10376,Aviation Institute of Maintenance,US,1
2494,10376,West Virginia School of Osteopathic Medicine,US,1
2495,10387,Baptist College of Florida,US,1
2496,10387,Barclay College,US,1
2497,10406,Kentucky Christian University,US,1
2498,10412,Carteret Community College,US,1
2499,10412,New Mexico Junior College,US,1
2500,10424,Hibbing Community College,US,1
2501,10433,Albany Technical College,US,1
2502,10433,College of the Albemarle,US,1
2503,10446,ILIFF School of Theology,US,1
2504,10460,Eastern Oklahoma State College,US,1
2505,10460,Lincoln University California,US,1
2506,10469,California Institute of the Arts CalArts,US,1
2507,10469,Northwestern Polytechnic University,US,1
2508,10469,Pierpont Community and Technical College,US,1
2509,10478,Northwestern Connecticut Community College,US,1
2510,10486,Marion Technical College,US,1
2511,10486,Grossmont Cuyamaca Community College,US,1
2512,10486,Paris Junior College,US,1
2513,10498,South Arkansas Community College,US,1
2514,10505,Texas Chiropractic College,US,1
2515,10505,Crossroads College,US,1
2516,10525,Morris College,US,1
2517,10525,American National University,US,1
2518,10525,Mount Carmel College of Nursing,US,1
2519,10538,Spartanburg Methodist College,US,1
2520,10538,Appalachian College of Pharmacy,US,1
2521,10544,Glen Oaks Community College,US,1
2522,10551,Southern University Law Center,US,1
2523,10551,Marine Corps University,US,1
2524,10560,Copiah Lincoln Community College,US,1
2525,10560,Williams Baptist University,US,1
2526,10570,Holmes Community College,US,1
2527,10581,Clatsop Community College,US,1
2528,10581,Connors State College,US,1
2529,10581,Lassen Community College,US,1
2530,10581,Great Lakes Christian College,US,1
2531,10581,Southern Crescent Technical College (Flint River Technical College),US,1
2532,10591,North Arkansas College,US,1
2533,10591,Northern Maine Community College,US,1
2534,10598,Allen Community College,US,1
