ranking,World Rank,University,Country,Rank
1,1,Harvard University,US,5
2,2,Stanford University,US,5
3,3,Massachusetts Institute of Technology,US,5
4,4,University of California Berkeley,US,5
5,5,University of Washington,US,5
6,6,University of Michigan,US,5
7,8,Columbia University New York,US,5
8,8,Cornell University,US,5
9,10,University of Pennsylvania,US,5
10,12,University of California Los Angeles UCLA,US,5
11,13,Yale University,US,5
12,14,University of Wisconsin Madison,US,5
13,15,(2) Johns Hopkins University,US,5
14,16,University of California San Diego,US,5
15,17,University of Minnesota System,US,5
16,19,Duke University,US,5
17,20,(2) Pennsylvania State University,US,5
18,22,Princeton University,US,5
19,23,University of Texas Austin,US,5
20,24,New York University,US,5
21,25,University of Chicago,US,5
22,26,Northwestern University,US,5
23,27,University of North Carolina Chapel Hill,US,5
24,28,University of Illinois Urbana Champaign,US,5
25,30,University of Southern California,US,5
26,31,University of Florida,US,5
27,32,University of California Irvine,US,5
28,34,Ohio State University,US,5
29,35,University of Maryland College Park,US,5
30,36,(2) California Institute of Technology Caltech,US,5
31,37,Purdue University,US,5
32,38,Carnegie Mellon University,US,5
33,39,Michigan State University,US,5
34,41,University of Pittsburgh,US,5
35,42,Washington University Saint Louis,US,5
36,44,Boston University,US,5
37,45,University of Arizona,US,5
38,46,Rutgers The State University of New Jersey,US,5
39,48,University of California San Francisco,US,5
40,51,University of Colorado Boulder,US,5
41,52,Arizona State University,US,5
42,57,Georgia Institute of Technology,US,5
43,59,University of Virginia,US,5
44,60,Texas A&M University,US,5
45,62,Vanderbilt University,US,5
46,64,University of Utah,US,5
47,66,University of California Santa Barbara,US,5
48,70,Emory University,US,5
49,71,Brown University,US,5
50,72,University of Iowa,US,5
51,74,North Carolina State University,US,5
52,76,Indiana University Bloomington,US,5
53,80,Virginia Polytechnic Institute and State University,US,5
54,87,Tufts University,US,5
55,88,University of Rochester,US,5
56,92,University of Massachusetts Amherst,US,5
57,92,City University of New York,US,5
58,94,Iowa State University,US,5
59,97,University of Delaware,US,5
60,101,University of Georgia,US,5
61,105,University of Maryland Baltimore,US,5
62,106,Oregon State University,US,5
63,106,University of Illinois Chicago,US,5
64,109,University at Buffalo,US,5
65,110,Colorado State University,US,5
66,114,Rice University,US,5
67,118,University of Nebraska Lincoln,US,5
68,120,University of Tennessee Knoxville,US,5
69,121,Florida State University,US,5
70,126,Dartmouth College,US,5
71,127,University of California Riverside,US,5
72,131,University of Miami,US,5
73,132,University of California Santa Cruz,US,5
74,134,University of Kentucky,US,5
75,135,George Washington University,US,5
76,137,University of Connecticut,US,5
77,139,Temple University,US,5
78,144,University of Notre Dame,US,5
79,144,University of Kansas,US,5
80,146,Georgetown University,US,5
81,147,Case Western Reserve University,US,5
82,150,University of South Florida,US,5
83,152,University of New Mexico,US,5
84,158,University of Missouri Columbia,US,5
85,163,University of Cincinnati,US,5
86,165,Washington State University Pullman,US,5
87,171,George Mason University,US,5
88,172,University of Houston,US,5
89,176,University of Alabama Birmingham,US,5
90,177,University of Oregon,US,5
91,181,University of South Carolina,US,5
92,185,Wayne State University,US,5
93,187,Northeastern University,US,5
94,190,University of Oklahoma,US,5
95,193,Stony Brook University,US,5
96,205,M D Anderson Cancer Center University of Texas,US,5
97,207,Virginia Commonwealth University,US,5
98,218,Louisiana State University,US,5
99,222,Brigham Young University,US,5
100,224,University of Central Florida,US,5
101,229,Drexel University,US,5
102,231,University of Colorado Denver,US,5
103,240,Indiana University/Purdue University Indianapolis,US,5
104,247,Georgia State University,US,5
105,248,University of California Davis,US,5
106,258,Florida International University,US,5
107,259,University of Texas Dallas,US,5
108,263,Baylor College of Medicine,US,5
109,278,Oregon Health & Science University,US,5
110,287,University of Vermont,US,5
111,291,Clemson University,US,5
112,299,Rensselaer Polytechnic Institute,US,5
113,299,University of Alabama,US,5
114,306,Boston College,US,5
115,311,West Virginia University,US,5
116,316,University of North Texas,US,5
117,323,San Diego State University,US,5
118,326,University of New Hampshire,US,5
119,326,University of Texas Southwestern Medical Center at Dallas,US,5
120,334,Utah State University,US,5
121,336,Oklahoma State University Stillwater,US,5
122,338,Wake Forest University,US,5
123,341,University at Albany,US,5
124,342,Tulane University,US,5
125,344,Auburn University,US,5
126,346,Texas Tech University,US,5
127,352,University of Texas Arlington,US,5
128,353,University of Louisville,US,5
129,358,University of Wisconsin Milwaukee,US,5
130,386,Kent State University,US,5
131,388,Kansas State University,US,5
132,389,University of Mississippi,US,5
133,392,Baylor University,US,5
134,401,Southern Methodist University,US,5
135,405,Old Dominion University,US,5
136,407,University of Arkansas Fayetteville,US,5
137,410,University of Massachusetts Medical School at Worcester,US,5
138,412,Brandeis University,US,5
139,419,Portland State University,US,5
140,421,Rochester Institute of Technology,US,5
141,424,University of Nevada Reno,US,5
142,425,University of Maryland Baltimore County,US,5
143,437,Mississippi State University,US,5
144,442,College of William & Mary,US,5
145,443,University of Texas San Antonio,US,5
146,452,University of Wyoming,US,5
147,453,Michigan Technological University,US,5
148,456,University of Nevada Las Vegas,US,5
149,457,Montana State University,US,5
150,457,Loyola University Chicago,US,5
151,460,Saint Louis University,US,5
152,461,University of North Carolina Charlotte,US,5
153,464,New Mexico State University,US,5
154,466,Medical University of South Carolina,US,5
155,468,Jefferson (Philadelphia University and Thomas Jefferson University),US,5
156,469,University of Missouri Kansas City,US,5
157,471,University of Idaho,US,5
158,475,University of Rhode Island,US,5
159,488,Illinois Institute of Technology,US,5
160,491,Lehigh University,US,5
161,496,(3) University of Texas Health Science Center at San Antonio,US,5
162,510,Northern Illinois University,US,5
163,514,Rockefeller University,US,5
164,517,University of Denver,US,5
165,520,Ohio University,US,5
166,521,Binghamton University,US,5
167,523,American University Washington DC,US,5
168,530,Medical College of Wisconsin,US,5
169,530,University of Akron,US,5
170,537,Fordham University,US,5
171,540,Northern Arizona University,US,5
172,541,University of Massachusetts Boston,US,5
173,550,Icahn School of Medicine at Mount Sinai,US,5
174,551,Florida Atlantic University,US,5
175,552,Southern Illinois University,US,5
176,556,New Jersey Institute of Technology,US,5
177,562,(3) University of Kansas Medical Center,US,5
178,563,San Francisco State University,US,5
179,567,University of Texas El Paso,US,5
180,567,Worcester Polytechnic Institute,US,5
181,573,East Carolina University,US,5
182,577,Colorado School of Mines,US,5
183,581,University of Toledo,US,5
184,589,University of Montana Missoula,US,5
185,603,University of North Carolina at Greensboro,US,5
186,607,Miami University of Ohio,US,5
187,611,North Dakota State University,US,5
188,624,(3) University of Texas Medical Branch Galveston,US,5
189,643,University of Memphis (including Lambuth),US,5
190,643,San José State University,US,5
191,650,Missouri University of Science & Technology,US,5
192,657,University of California Merced,US,5
193,662,University of Nebraska Medical Center,US,5
194,663,Wright State University,US,5
195,669,Marquette University,US,5
196,675,Depaul University,US,5
197,677,University of Massachusetts Lowell,US,5
198,679,Texas State University,US,5
199,681,University of North Dakota,US,5
200,687,Creighton University,US,5
201,689,Western Michigan University,US,5
202,690,Bowling Green State University,US,5
203,696,California State University Los Angeles,US,5
204,701,California Polytechnic State University Cal Poly,US,5
205,707,California State University Northridge,US,5
206,709,Villanova University,US,5
207,714,California State University Fullerton,US,5
208,719,Boise State University,US,5
209,724,Nova Southeastern University,US,5
210,730,Oakland University,US,5
211,736,Santa Clara University,US,5
212,737,Florida Institute of Technology,US,5
213,740,Yeshiva University,US,5
214,774,University of Southern Mississippi,US,5
215,783,California State University Long Beach,US,5
216,800,Augusta University (Georgia Regents University Augusta State University),US,5
217,801,University of Arkansas for Medical Sciences,US,5
218,806,James Madison University,US,5
219,819,Howard University,US,5
220,820,South Dakota State University,US,5
221,824,Western Washington University,US,5
222,826,University of Missouri Saint Louis,US,5
223,827,Central Michigan University,US,5
224,827,Cleveland State University,US,5
225,835,Chapman University,US,5
226,841,University of Nebraska Omaha,US,5
227,845,Appalachian State University,US,5
228,846,Clark University,US,5
229,847,Loma Linda University,US,5
230,851,Bucknell University,US,5
231,852,Montclair State University,US,5
232,859,Institute for Advanced Study,US,5
233,866,Texas Christian University,US,5
234,871,The New School,US,5
235,878,Stevens Institute of Technology,US,5
236,888,Wesleyan University,US,5
237,890,(3) University of Oklahoma Health Sciences Center,US,5
238,890,Georgia Southern University,US,5
239,894,(3) University of Tennessee Health Science Center Memphis,US,5
240,895,University of Alabama Huntsville,US,5
241,904,Towson University (Baltimore Hebrew University),US,5
242,906,Ball State University,US,5
243,906,University of Massachusetts Dartmouth,US,5
244,908,Rowan University,US,5
245,917,Kennesaw State University,US,5
246,924,University of North Carolina Wilmington,US,5
247,927,University of San Francisco,US,5
248,934,University of Hawaii at Manoa,US,5
249,935,East Tennessee State University,US,5
250,940,(1) California State University Fresno,US,5
251,945,Swarthmore College,US,5
252,948,Wellesley College,US,5
253,951,Duquesne University,US,5
254,952,College of Charleston,US,5
255,957,University of Colorado Colorado Springs,US,5
256,957,Smith College,US,5
257,957,University of Richmond,US,5
258,967,Wichita State University,US,5
259,969,Western Kentucky University,US,5
260,969,University of San Diego,US,5
261,975,Uniformed Services University of the Health Sciences,US,5
262,984,Carleton College,US,5
263,987,Louisiana Tech University,US,5
264,990,Santa Fe Institute,US,5
265,991,University of South Dakota,US,5
266,995,Hofstra University,US,5
267,1001,Pace University,US,5
268,1004,California State University Sacramento / Sacramento State,US,5
269,1007,Central European University Budapest / Közép-európai Egyetem,US,5
270,1011,University of Tulsa,US,5
271,1013,Grand Valley State University,US,5
272,1019,New Mexico Institute of Mining & Technology New Mexico Tech,US,5
273,1024,Idaho State University,US,5
274,1030,University of Arkansas Little Rock,US,5
275,1031,Sam Houston State University,US,5
276,1037,Weill Medical College Cornell University,US,5
277,1048,CUNY Graduate Center,US,5
278,1055,University of North Florida,US,5
279,1057,University of Mississippi Medical Center,US,5
280,1068,Marshall University,US,5
281,1075,Embry Riddle Aeronautical University,US,5
282,1078,Middlebury College,US,5
283,1078,University of Alaska Fairbanks,US,5
284,1089,University of Louisiana at Lafayette,US,5
285,1100,Naval Postgraduate School,US,5
286,1101,Loyola Marymount University,US,5
287,1102,Manhattan College,US,5
288,1109,University of New Orleans,US,5
289,1112,State University of New York Upstate Medical University,US,5
290,1114,Fairfield University,US,5
291,1116,Williams College,US,5
292,1122,Southern Illinois University Edwardsville,US,5
293,1128,Amherst College,US,5
294,1130,Oberlin College,US,5
295,1130,University of South Alabama,US,5
296,1136,(3) Texas Tech University Health Sciences Center,US,5
297,1141,United States Naval Academy,US,5
298,1150,Mount Holyoke College,US,5
299,1165,University of Colorado System,US,5
300,1167,Sonoma State University,US,5
301,1169,Saint John's University,US,5
302,1172,Trinity University San Antonio,US,5
303,1173,State University of New York College of Environmental Science and Forestry,US,5
304,1183,New York Medical College,US,5
305,1184,Syracuse University,US,5
306,1193,Bryn Mawr College,US,5
307,1196,University of Maine,US,5
308,1202,Middle Tennessee State University,US,5
309,1207,Lamar University,US,5
310,1210,University of Texas Rio Grande Valley,US,5
311,1227,Missouri State University,US,5
312,1231,(3) Barnard College Columbia University,US,5
313,1234,State University of New York Downstate Medical Center Brooklyn,US,5
314,1242,Colby College,US,5
315,1244,California State University Chico,US,5
316,1251,Bowdoin College,US,5
317,1253,University of Tennessee Chattanooga,US,5
318,1261,University of Northern Iowa,US,5
319,1267,Haverford College,US,5
320,1280,North Carolina Agricultural & Technical State University,US,5
321,1283,CUNY Hunter College,US,5
322,1284,Humboldt State University,US,5
323,1290,Babson College,US,5
324,1292,Eastern Michigan University,US,5
325,1294,Seton Hall University,US,5
326,1295,University of the Pacific,US,5
327,1295,(3) University of Maryland Center for Environmental Science,US,5
328,1295,University of Saint Thomas Saint Paul,US,5
329,1308,Bentley University,US,5
330,1325,(3) Stony Brook Medicine,US,5
331,1335,Adelphi University,US,5
332,1339,Seattle University,US,5
333,1339,Elon University,US,5
334,1343,Pomona College,US,5
335,1343,Claremont Graduate University,US,5
336,1352,Texas A&M University Corpus Christi,US,5
337,1361,Jackson State University,US,5
338,1362,Macalester College,US,5
339,1363,West Chester University of Pennsylvania,US,5
340,1373,University of Northern Colorado,US,5
341,1377,(3) University of Minnesota Duluth,US,5
342,1379,Pepperdine University,US,5
343,1380,Hampton University,US,5
344,1386,Bard College,US,5
345,1393,Indiana State University,US,5
346,1398,Kenyon College,US,5
347,1409,Tennessee Technological University,US,5
348,1426,Simmons College,US,5
349,1435,Loyola University Maryland,US,5
350,1438,Desert Research Institute,US,5
351,1438,Colgate University,US,5
352,1448,Vassar College,US,5
353,1452,University of West Florida,US,5
354,1452,Ithaca College,US,5
355,1458,Reed College,US,5
356,1458,College of New Jersey,US,5
357,1462,State University of New York at New Paltz,US,5
358,1463,Albany Medical College,US,5
359,1467,Harvey Mudd College,US,5
360,1469,California State University San Bernardino,US,5
361,1477,California Polytechnic State University Cal Poly Pomona,US,5
362,1481,Youngstown State University,US,5
363,1483,Long Island University,US,5
364,1489,Indiana University of Pennsylvania,US,5
365,1493,Utah Valley University,US,5
366,1505,Western Carolina University,US,5
367,1510,California State University San Marcos,US,5
368,1510,Hobart and William Smith Colleges,US,5
369,1515,Bates College,US,5
370,1516,Morgan State University,US,5
371,1516,South Dakota School of Mines & Technology,US,5
372,1519,Gettysburg College,US,5
373,1519,Calvin University,US,5
374,1525,Lafayette College,US,5
375,1528,Skidmore College,US,5
376,1531,Suffolk University,US,5
377,1531,Occidental College,US,5
378,1539,(3) University of Florida Health,US,5
379,1544,Illinois State University,US,5
380,1548,University of Wisconsin Eau Claire,US,5
381,1551,Eastern Illinois University,US,5
382,1554,University of Wisconsin Oshkosh,US,5
383,1567,University of North Texas Health Science Center,US,5
384,1571,Florida Gulf Coast University,US,5
385,1576,Hope College,US,5
386,1577,Eastern Kentucky University,US,5
387,1578,Dickinson College,US,5
388,1584,Furman University,US,5
389,1594,City College of New York CUNY,US,5
390,1599,California State University East Bay,US,5
391,1605,University of Wisconsin Whitewater,US,5
392,1614,Purdue University Northwest,US,5
393,1614,Monmouth University,US,5
394,1618,Liberty University,US,5
395,1623,Trinity College,US,5
396,1626,Bradley University,US,5
397,1626,Grinnell College,US,5
398,1629,New York Institute of Technology,US,5
399,1633,Eastern Virginia Medical School,US,5
400,1636,University of Central Arkansas,US,5
401,1641,Franklin & Marshall College,US,5
402,1641,Central Washington University,US,5
403,1643,North Carolina Central University,US,5
404,1645,Abilene Christian University,US,5
405,1662,Davidson College,US,5
406,1664,Hamilton College,US,5
407,1676,Weber State University,US,5
408,1681,Northern Kentucky University,US,5
409,1691,Western Illinois University,US,5
410,1692,University of Wisconsin la Crosse,US,5
411,1693,Saint Joseph's University,US,5
412,1693,Florida Agricultural & Mechanical University,US,5
413,1699,(4) Walden University (National Technological University),US,5
414,1699,Butler University,US,5
415,1705,(3) Southern Illinois University School of Medicine,US,5
416,1706,Widener University,US,5
417,1708,Tennessee State University,US,5
418,1714,William Paterson University of New Jersey,US,5
419,1722,Gonzaga University,US,5
420,1726,Rollins College,US,5
421,1727,Andrews University,US,5
422,1727,College of the Holy Cross,US,5
423,1732,Stetson University,US,5
424,1735,Texas Woman's University,US,5
425,1747,Connecticut College,US,5
426,1751,Rider University,US,5
427,1756,University of New England Maine,US,5
428,1759,Azusa Pacific University,US,5
429,1762,La Salle University,US,5
430,1765,Colorado College,US,5
431,1776,Marist College,US,5
432,1778,Siena College,US,5
433,1779,Fairleigh Dickinson University,US,5
434,1780,Wheaton College Illinois,US,5
435,1781,State University of New York at Oswego,US,5
436,1786,University of West Georgia,US,5
437,1791,University of Dayton,US,5
438,1798,Xavier University of Cincinnati,US,5
439,1810,High Point University,US,5
440,1815,Arkansas State University,US,5
441,1834,Pacific University Oregon,US,5
442,1835,Claremont Mckenna College,US,5
443,1842,Coastal Carolina University,US,5
444,1842,Willamette University,US,5
445,1848,Chicago State University,US,5
446,1863,Delaware State University,US,5
447,1875,Lewis & Clark College,US,5
448,1875,Valparaiso University,US,5
449,1886,Drake University,US,5
450,1894,CUNY Queens College,US,5
451,1894,California State University Bakersfield,US,5
452,1896,Seattle Pacific University,US,5
453,1902,Texas A&M University Kingsville,US,5
454,1903,Saint Olaf College,US,5
455,1906,University of Baltimore,US,5
456,1908,Kean University,US,5
457,1915,Emerson College,US,5
458,1916,Eastern Washington University,US,5
459,1919,Catholic University of America,US,5
460,1923,Radford University,US,5
461,1932,Southern Connecticut State University,US,5
462,1936,Rhodes College,US,5
463,1940,Troy University,US,5
464,1942,Saint Cloud State University,US,5
465,1942,University of Houston Clear Lake,US,5
466,1955,University of Evansville,US,5
467,1959,University of New Haven,US,5
468,1965,Western University of Health Sciences,US,5
469,1978,United States Military Academy at West Point,US,5
470,1982,University of Wisconsin Green Bay,US,5
471,1987,Loyola University New Orleans,US,5
472,1990,CUNY Brooklyn College,US,5
473,1990,University of Tampa,US,5
474,1996,Valdosta State University,US,5
475,1999,University of Bridgeport,US,5
476,2001,Central Connecticut State University,US,5
477,2002,CUNY Baruch College,US,5
478,2005,Christopher Newport University,US,5
479,2008,Campbell University,US,5
480,2015,Rosalind Franklin University of Medicine and Science,US,5
481,2018,Midwestern University,US,5
482,2023,Murray State University,US,5
483,2024,University of Hawaii System,US,5
484,2026,Richard Stockton College,US,5
485,2032,Northeastern Illinois University,US,5
486,2035,Depauw University,US,5
487,2040,Southern University and A&M College,US,5
488,2044,Metropolitan State University of Denver,US,5
489,2048,Gallaudet University,US,5
490,2050,Hampshire College,US,5
491,2051,Clark Atlanta University,US,5
492,2052,Canisius College,US,5
493,2055,Ferris State University,US,5
494,2057,College of Wooster,US,5
495,2065,Evergreen State College,US,5
496,2065,Mercer University,US,5
497,2072,Rose Hulman Institute of Technology,US,5
498,2076,Buffalo State SUNY,US,5
499,2077,Providence College,US,5
500,2078,Northern Michigan University,US,5
501,2078,Roosevelt University,US,5
502,2078,Rhode Island College,US,5
503,2083,Bloomsburg University of Pennsylvania,US,5
504,2086,Purdue University Fort Wayne,US,5
505,2087,Minnesota State University Mankato,US,5
506,2088,University of Michigan Flint,US,5
507,2091,Kutztown University,US,5
508,2094,Sacred Heart University,US,5
509,2099,Biola University,US,5
510,2099,Allegheny College,US,5
511,2102,University of Puget Sound,US,5
512,2104,University of Wisconsin Stout,US,5
513,2109,Barry University,US,5
514,2113,Wilkes University,US,5
515,2124,Shippensburg University of Pennsylvania,US,5
516,2129,Clarkson University,US,5
517,2138,Kettering University,US,5
518,2142,Samford University,US,5
519,2146,Texas Southern University,US,5
520,2156,Illinois Wesleyan University,US,5
521,2157,Regis University,US,5
522,2160,Bridgewater State University,US,5
523,2175,Washington & Lee University,US,5
524,2175,University of Texas Tyler,US,5
525,2181,Stephen F Austin State University,US,5
526,2186,Muhlenberg College,US,5
527,2189,Tarleton State University,US,5
528,2192,Denison University,US,5
529,2192,Belmont University,US,5
530,2195,Pacific Lutheran University,US,5
531,2199,John Carroll University,US,5
532,2199,Pittsburg State University,US,5
533,2214,CUNY John Jay College of Criminal Justice,US,5
534,2214,University of Portland,US,5
535,2226,Morehouse School of Medicine,US,5
536,2234,Prairie View A&M University,US,5
537,2238,A T Still University,US,5
538,2238,University of Indianapolis,US,5
539,2242,Texas A&M University Commerce,US,5
540,2249,University of Hartford,US,5
541,2254,Arcadia University,US,5
542,2257,Alfred University,US,5
543,2259,Saint Lawrence University,US,5
544,2269,Augsburg College,US,5
545,2278,Gustavus Adolphus College,US,5
546,2279,Roger Williams University,US,5
547,2282,University of the Sciences in Philadelphia,US,5
548,2288,Norfolk State University,US,5
549,2288,University of Detroit Mercy,US,5
550,2296,Indiana University South Bend,US,5
551,2308,University of Michigan Dearborn,US,5
552,2310,University of Wisconsin River Falls,US,5
553,2312,Webster University,US,5
554,2317,Indiana University System,US,5
555,2322,Louisiana State University Shreveport,US,5
556,2326,University of South Florida St Petersburg,US,5
557,2328,Tuskegee University,US,5
558,2335,Texas A&M International University,US,5
559,2350,Texas A&M University Galveston,US,5
560,2352,Union College Schenectady NY,US,5
561,2369,University of Southern Indiana,US,5
562,2377,Iona College,US,5
563,2378,Regent University,US,5
564,2378,University of Alaska Anchorage,US,5
565,2382,Winthrop University,US,5
566,2385,University of Scranton,US,5
567,2389,Chatham University,US,5
568,2393,(3) Harvard University Harvard Business School,US,5
569,2396,Winona State University,US,5
570,2399,Fayetteville State University,US,5
571,2401,University of the District of Columbia,US,5
572,2414,Hamline University,US,5
573,2417,Lawrence Technological University,US,5
574,2427,University of Wisconsin Stevens Point,US,5
575,2440,Truman State University,US,5
576,2446,Robert Morris University,US,5
577,2448,Susquehanna University,US,5
578,2451,Bellarmine University,US,5
579,2472,University of California Hastings College of the Law,US,5
580,2481,Southeast Missouri State University,US,5
581,2493,Xavier University of Louisiana,US,5
582,2501,Southern Utah University,US,5
583,2507,Georgia College & State University,US,5
584,2512,Louisiana State University Agricultural Center,US,5
585,2518,Milwaukee School of Engineering,US,5
586,2533,Merrimack College,US,5
587,2533,University of Houston Downtown,US,5
588,2537,University of La Verne,US,5
589,2542,Alliant International University,US,5
590,2552,California State University Monterey Bay,US,5
591,2556,Virginia State University,US,5
592,2556,Fuller Theological Seminary,US,5
593,2564,Austin Peay State University,US,5
594,2564,Southwestern University,US,5
595,2573,(3) Auburn University Montgomery,US,5
596,2593,(4) University of Phoenix,US,5
597,2593,Eastern Connecticut State University,US,5
598,2599,MCPHS University (Massachusetts College of Pharmacy & Health Sciences),US,5
599,2607,Meharry Medical College,US,5
600,2616,Ohio Wesleyan University,US,5
601,2621,Morehead State University,US,4
602,2621,University of Wisconsin Parkside,US,4
603,2630,Salem State University,US,4
604,2663,Mgh Institute of Health Professions,US,4
605,2663,Bryant University,US,4
606,2665,Longwood University,US,4
607,2668,George Fox University,US,4
608,2677,Saint Xavier University,US,4
609,2678,California Lutheran University,US,4
610,2680,Montana Tech of University of Montana,US,4
611,2685,University of Redlands,US,4
612,2688,University of Louisiana at Monroe,US,4
613,2693,University of Alaska System,US,4
614,2708,University of Hawaii Hilo,US,4
615,2713,University of Houston Victoria,US,4
616,2720,University of Central Missouri,US,4
617,2725,Citadel Military College of South California,US,4
618,2735,Western Oregon University,US,4
619,2745,Ashland University,US,4
620,2747,Brigham Young University Idaho,US,4
621,2749,University of Tennessee Martin,US,4
622,2751,West Texas A&M University,US,4
623,2752,Marymount University,US,4
624,2759,Frostburg State University,US,4
625,2761,Philadelphia College of Osteopathic Medicine,US,4
626,2767,Louisiana State University Health Sciences Center,US,4
627,2767,Shenandoah University,US,4
628,2770,State University of New York SUNY Cortland,US,4
629,2781,Harvard-MIT Division of Health Sciences and Technology,US,4
630,2789,Saginaw Valley State University,US,4
631,2789,University of Mary Washington,US,4
632,2801,Emporia State University,US,4
633,2809,Beloit College,US,4
634,2815,University of Illinois Springfield,US,4
635,2822,Columbus State University,US,4
636,2828,Indiana University Northwest,US,4
637,2839,(4) University of Maryland University College,US,4
638,2840,Virginia Military Institute,US,4
639,2844,Southern Oregon University,US,4
640,2853,Winston Salem State University,US,4
641,2856,New College of Florida,US,4
642,2875,King's College Wilkes-Barre,US,4
643,2879,University of Nebraska Kearney,US,4
644,2885,Earlham College,US,4
645,2885,Fort Hays State University,US,4
646,2889,Pratt Institute,US,4
647,2897,Jacksonville State University,US,4
648,2901,Luther College Decorah,US,4
649,2908,Ramapo College of New Jersey,US,4
650,2914,Albion College,US,4
651,2918,Washburn University,US,4
652,2919,California State University Dominguez Hills,US,4
653,2920,Alabama State University,US,4
654,2922,Lesley University,US,4
655,2924,Missouri Western State University,US,4
656,2936,Rush University,US,4
657,2952,Toyota Technological Institute Chicago,US,4
658,2952,Niagara University,US,4
659,2959,University of Texas Health Center at Tyler,US,4
660,2960,Augustana College Rock Island,US,4
661,2962,Gannon University,US,4
662,2971,Keene State College,US,4
663,2976,Millersville University of Pennsylvania,US,4
664,2977,Alabama A&M University,US,4
665,2998,Fielding Graduate University,US,4
666,3004,Wittenberg University,US,4
667,3011,Mayo Clinic College of Medicine,US,4
668,3032,CUNY College of Staten Island,US,4
669,3041,Lincoln Memorial University,US,4
670,3042,Slippery Rock University,US,4
671,3047,Palo Alto University (Pacific Graduate School of Psychology),US,4
672,3061,Governors State University,US,4
673,3065,(1) University of California System,US,4
674,3069,University of North Alabama,US,4
675,3085,Sewanee The University of the South,US,4
676,3086,Albany College of Pharmacy and Health Sciences,US,4
677,3103,(3) University of Chicago Booth School of Business,US,4
678,3103,Goucher College,US,4
679,3107,Hendrix College,US,4
680,3115,Lawrence University,US,4
681,3125,Southern New Hampshire University,US,4
682,3128,Augustana University Sioux Falls,US,4
683,3134,Nicholls State University,US,4
684,3147,Clayton State University,US,4
685,3152,Franklin W Olin College of Engineering,US,4
686,3152,Francis Marion University,US,4
687,3163,Indiana University Southeast,US,4
688,3174,Saint Michael's College,US,4
689,3181,Angelo State University,US,4
690,3182,Ohio Northern University,US,4
691,3184,University of Wisconsin Platteville,US,4
692,3190,California State University Stanislaus,US,4
693,3193,Spelman College,US,4
694,3215,Western Connecticut State University,US,4
695,3221,Bowie State University,US,4
696,3229,Juniata College,US,4
697,3232,University of Dallas,US,4
698,3254,Southeastern Louisiana University,US,4
699,3267,Dakota State University,US,4
700,3279,Dominican University of California,US,4
701,3297,Whitman College,US,4
702,3313,State University of New York Fredonia,US,4
703,3333,Vermont Law School,US,4
704,3341,CUNY New York City College of Technology,US,4
705,3365,Arkansas Tech University,US,4
706,3369,Park University,US,4
707,3385,Savannah State University,US,4
708,3390,Grand Canyon University,US,4
709,3399,Miami Dade College,US,4
710,3414,Linfield College,US,4
711,3443,Cameron University,US,4
712,3448,Fisk University,US,4
713,3453,Harbor UCLA Medical Center Graduate Medical Education,US,4
714,3463,College at Brockport SUNY,US,4
715,3471,University of the Incarnate Word,US,4
716,3517,McDaniel College,US,4
717,3522,Edinboro University,US,4
718,3523,University of South Carolina Upstate,US,4
719,3525,Colorado State University Pueblo,US,4
720,3529,Lake Forest College,US,4
721,3537,California State University Channel Islands,US,4
722,3539,University of Texas Permian Basin,US,4
723,3541,Oklahoma City University,US,4
724,3543,Saint Louis College of Pharmacy,US,4
725,3546,Berry College,US,4
726,3556,Centre College,US,4
727,3562,California University of Pennsylvania,US,4
728,3574,Benedictine University,US,4
729,3574,Cornell College,US,4
730,3577,CUNY York College,US,4
731,3581,Froedtert Medical College,US,4
732,3588,Salisbury University,US,4
733,3597,Roanoke College,US,4
734,3616,National Defense University,US,4
735,3620,Whittier College,US,4
736,3640,Mills College,US,4
737,3642,Eastern University,US,4
738,3648,CUNY LaGuardia Community College,US,4
739,3650,Charles Drew University of Medicine & Science,US,4
740,3650,University of South Carolina Aiken,US,4
741,3662,Elizabethtown College,US,4
742,3685,(4) National University,US,4
743,3689,Eckerd College,US,4
744,3701,California State University System,US,4
745,3706,(4) Capella University,US,4
746,3706,Texas Wesleyan University,US,4
747,3714,Alma College,US,4
748,3738,(3) Oklahoma State University Oklahoma City,US,4
749,3741,California Baptist University,US,4
750,3744,Kentucky State University,US,4
751,3786,Wingate University,US,4
752,3797,Southwestern Oklahoma State University,US,4
753,3800,Brooklyn Law School,US,4
754,3801,Clarion University of Pennsylvania,US,4
755,3818,(3) University of Tennessee Space Institute,US,4
756,3830,(3) College of William & Mary Virginia Institute of Marine Science,US,4
757,3843,(3) Louisiana State University Health Sciences Center New Orleans,US,4
758,3852,Art Institute of Chicago,US,4
759,3852,Knox College,US,4
760,3852,Washington College,US,4
761,3862,Northeast Ohio Medical University NEOMED,US,4
762,3864,Agnes Scott College,US,4
763,3871,Drew University,US,4
764,3879,Wabash College,US,4
765,3894,State University of New York,US,4
766,3896,West Virginia State University,US,4
767,3901,(3) University of Texas Health Science Center at Houston,US,4
768,3910,Saint Edward's University,US,4
769,3916,Hanover College,US,4
770,3919,University of Tennessee System,US,4
771,3922,New York Law School,US,4
772,3932,Langston University,US,4
773,3937,Cooper Union for the Advancement of Science and Art,US,4
